"filename", "language", "JSON", "Markdown", "TypeScript", "JavaScript", "TypeScript React", "JavaScript React", "SCSS", "HTML", "comment", "blank", "total"
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_helpers\auth-header.js", "JavaScript", 0, 0, 0, 8, 0, 0, 0, 0, 1, 1, 10
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_helpers\formatters.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_helpers\history.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_helpers\index.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_helpers\store.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_reducers\alert.reducer.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_reducers\applicationView.reducer.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 5, 54
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_reducers\authentication.reducer.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 5, 40
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_reducers\exchange.reducer.ts", "TypeScript", 0, 0, 112, 0, 0, 0, 0, 0, 4, 13, 129
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_reducers\index.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_reducers\portfolio.reducer.ts", "TypeScript", 0, 0, 92, 0, 0, 0, 0, 0, 28, 13, 133
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_reducers\registration.reducer.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_services\exchange.service.ts", "TypeScript", 0, 0, 105, 0, 0, 0, 0, 0, 2, 10, 117
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_services\index.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_services\portfolio.service.ts", "TypeScript", 0, 0, 234, 0, 0, 0, 0, 0, 17, 20, 271
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\_services\user.service.ts", "TypeScript", 0, 0, 71, 0, 0, 0, 0, 0, 2, 15, 88
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 31
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\types\global.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\types\import-png.d.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\types\index.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\src\types\react-use-dimensions.d.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\tsconfig.json", "JSON", 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\tslint.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\crook\Documents\Algonex\Algonex_Code\front-end\webpack.config.js", "JavaScript", 0, 0, 0, 66, 0, 0, 0, 0, 0, 5, 71
"c:\Users\crook\Documents\Algonex\Algonex_Code\types\exchange.types.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 5, 44
"c:\Users\crook\Documents\Algonex\Algonex_Code\types\general-types.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\crook\Documents\Algonex\Algonex_Code\types\index.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\crook\Documents\Algonex\Algonex_Code\types\portfolio.types.ts", "TypeScript", 0, 0, 106, 0, 0, 0, 0, 0, 0, 9, 115
"c:\Users\crook\Documents\Algonex\Algonex_Code\types\user.types.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 4, 29
"Total", "-", 42344, 2, 4555, 199, 3611, 369, 115, 31, 538, 1268, 53032
